PRIMARY_STREET,CROSS_STREET,CITY_COUNTY,STATIONID,AGENCY,LOCATION_SOURCE,NOTES,TDOT_ID,STATUS,PREVIOUS_STATION,PRIMARY_ST_ALPHABETICAL,Longitude,Latitude,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022
I-40,W of Winston Rd Overpass,Knox,47000252,TDOT,TDOT,,93000252,ACTIVE,,I-40,-84.04864709,35.92738435,146565,135943,148302,145782,145106,145782,147202,146793,154620,154373,173246,171930,174605,178015,186045,177328,190853,196214,197343,201738,206396,168707,173049,214055
I-40,E of Cedar Bluff Rd,Knox,47000253,TDOT,TPO,,93000253,ACTIVE,,I-40,-84.0743497,35.92176725,140196,137328,150325,144111,148562,146384,149149,150231,151974,151222,166054,164334,166719,170480,178708,170466,185021,188060,189189,194438,206559,152641,166251,207271
I-40,W of Pellissippi Pkwy,Knox,47000254,TDOT,TDOT,,93000254,ACTIVE,,I-40,-84.13264557,35.90892592,103210,101860,109818,105182,106912,109842,113792,114815,112206,110558,123005,121763,121995,125179,128263,121655,131016,136252,140923,139538,142671,100704,114045,163925
I-40,Alcoa Hwy & 17th St,Knox,47000255,TDOT,TPO,,93000255,ACTIVE,,I-40,-83.93899148,35.96322004,126719,108942,122106,112647,101284,105739,108425,114819,120284,122693,127588,127987,132049,131937,143662,144577,154006,154696,171218,157487,162292,122095,139697,149139
Bessemer St,N of Watt St,Blount,5000114,TDOT,TDOT,,9000114,ACTIVE,,Bessemer St,-83.97757589,35.78097782,5759,5258,5720,5649,5219,5367,5019,4443,5114,5112,4363,4943,4392,4538,4620,4792,4695,5015,5052,5509,5030,4280,6314,4560
North Hall Rd SR 35,N of Franklin St,Blount,5000027,TDOT,TPO,,9000027,ACTIVE,,North Hall Rd (SR 35),-83.98530539,35.7831191,19632,19994,18356,19418,20256,20728,20444,19547,19810,19058,18954,18204,17584,17580,19425,18084,18496,20760,21229,19128,19046,16577,15955,16854
SR 155 US 129,N of Louisville Rd,Blount,5000090,TDOT,TPO,,9000090,ACTIVE,,US 129,-83.99031129,35.78154559,34604,35297,34772,36766,37977,39106,37455,35720,37413,36885,35653,38649,37091,36317,41122,37480,41548,38030,38243,44043,42536,37251,33805,38759
Louisville Rd,W of Vera Dr,Blount,5000113,TDOT,TDOT,,9000113,ACTIVE,009M009,Louisville Rd,-83.99762789,35.77915282,7989,8259,8628,8960,9441,9724,9782,9605,9904,9170,9387,9394,9435,9101,9216,9472,9556,9479,9649,10022,11511,9429,11345,10926
N Hall Rd Sr 35,N of Joule St,Blount,5000139,TDOT,TPO,,9000139,ACTIVE,,Hall Rd (N) (SR 35),-83.97432094,35.76898204,22154,24302,22314,24388,24541,25450,25232,22994,24670,22792,22261,22188,22854,22285,22508,25204,23520,24610,24907,25156,22240,21192,22136,20451
Middlebrook Pk,S of Ball Camp Pk,Knox,47000088,TDOT,TDOT,,93000088,ACTIVE,,Middlebrook Pk,-84.11869994,35.95125585,11455,9757,10698,11637,11732,10214,10520,11005,12351,15373,16083,15844,17877,16607,15905,15354,16998,18480,19026,16950,18891,17543,22947,18465
Oak Ridge Hwy,W of 44th St,Knox,47000092,TDOT,TDOT,,93000092,ACTIVE,,Oak Ridge Hwy,-83.9859199,35.97246386,31417,25709,27587,26992,26398,28314,27733,27124,25944,25006,23338,24766,23321,24021,24742,26291,26264,26559,26825,21960,31558,28629,23666,23406
Henley St,N side of Henley St Bridge,Knox,47000093,TDOT,TDOT,,93000093,ACTIVE,,Henley St,-83.91860688,35.95728086,45662,36002,36000,46315,41925,43870,43143,40787,43064,38813,39229,40790,42099,42487,42558,43104,43225,49896,35774,34281,33295,29566,24149,23883
S Gay St,N side of Gay St Bridge,Knox,47000094,TDOT,TDOT,,93000094,ACTIVE,,Gay St (S),-83.91499688,35.95942686,15754,12316,13565,12403,12999,13601,9230,10880,8912,8586,7767,8383,8634,8807,8828,8993,9012,5205,5297,5556,6294,6704,6215,7772
SR073,N. OF LENOIR CITY,Loudon,53000052,TDOT,TPO,,105000052,ACTIVE,,,-84.28503412,35.83208402,17332,16766,17840,18826,17321,17454,17729,18934,19690,16832,17438,17319,,15504,16309,14662,16804,16963,17072,16184,16863,14071,16277,15903
SR002,S.W. OF LOUDON,Loudon,53000053,TDOT,TDOT,,105000053,ACTIVE,,,-84.37883,35.69758579,4963,4824,5544,4723,5133,5006,4743,4825,4802,4597,4962,5111,,4660,5163,3379,4005,4180,3875,4816,4290,4415,5493,4629
4031,W STRANG - ROCKWOOD,Roane,73000153,TDOT,TDOT,,145000153,ACTIVE,,,-84.6832311,35.86909282,2264,2239,1948,2023,2087,2149,1929,1849,1890,1828,13405,12120,13077,12519,13519,13251,13438,13572,13532,1550,1050,1543,1628,1228
0B084,ROCKWOOD,Roane,73000154,TDOT,TDOT,,145000154,ACTIVE,,,-84.6792311,35.87253282,1143,1118,1242,1117,1046,1112,1230,1528,1561,1441,1451,1370,1474,1549,1381,1202,1363,1376,1426,1433,1280,1091,977,1169
1255,NELSON ST - ROCKWOOD,Roane,73000157,TDOT,TDOT,,145000157,ACTIVE,,,-84.6920211,35.85979481,3330,3326,3426,2544,3079,3171,2365,2436,2158,2178,2328,2280,2443,2302,2375,2535,2475,2499,2549,2594,1724,2133,2824,2499
I0040,NEAR CUMBERLAND CO LINE,Roane,73000158,TDOT,TPO,,145000158,ACTIVE,,,-84.61591201,35.90792905,29884,31451,30635,31767,33011,34159,36374,35394,34125,30799,27274,27783,28969,27575,28215,30740,31053,32227,35407,33836,31971,30245,33118,32291
1303,NEAR MEIGS CO,Roane,73000159,TDOT,TDOT,,145000159,ACTIVE,,,-84.62739707,35.74258679,,205,217,224,277,286,245,256,264,309,369,290,257,268,260,280,276,300,277,290,303,342,277,330
2369,SW OF SR327,Roane,73000161,TDOT,TDOT,,145000161,ACTIVE,,,-84.41643502,35.95777684,,661,651,641,674,694,598,594,663,562,583,560,531,587,518,468,490,485,504,530,529,565,619,474
4720,HARRIMAN,Roane,73000163,TDOT,TDOT,,145000163,ACTIVE,,,-84.54500006,35.92689983,,2091,2005,1925,1880,1936,1952,1827,1770,1630,1558,1892,1482,1459,1278,1427,1352,1292,1329,1284,1271,1499,1641,1374
4630,HARRIMAN,Roane,73000164,TDOT,TDOT,,145000164,ACTIVE,,,-84.55969506,35.92299983,,297,283,258,284,281,295,260,280,235,243,233,246,243,232,258,225,226,222,146,351,253,188,136
4347,HARRIMAN,Roane,73000165,TDOT,TDOT,,145000165,ACTIVE,,,-84.55282406,35.93475983,,1252,1482,1526,1561,1698,1432,1250,1338,1504,1251,1338,1255,1232,1097,773,1187,1198,1346,1002,955,522,521,646
2464,NEAR KNOX CO LINE,Union,87000029,TDOT,TDOT,,173000029,ACTIVE,,,-83.88623188,36.18739191,1027,1133,1079,1161,939,1153,836,896,988,907,888,812,867,899,884,814,816,819,956,824,882,856,773,811
4628,HARRIMAN,Roane,73000166,TDOT,TDOT,,145000166,ACTIVE,,,-84.53301506,35.95493484,,1492,1155,1190,1086,946,926,847,831,742,727,748,770,657,559,680,527,532,516,737,623,499,546,577
1421,S OF LAKE CITY,Anderson,1000013,TDOT,TDOT,,1000013,ACTIVE,,,-84.15328896,36.1994949,973,1008,963,964,1124,1049,989,1033,1042,889,840,826,890,898,881,968,981,971,855,942,1059,699,918,884
SR009,S OF LAKE CITY,Anderson,1000014,TDOT,TDOT,,1000014,ACTIVE,,,-84.14494396,36.1857209,7644,7771,7265,7546,9431,8098,9280,8537,8793,6572,5474,5933,6198,6144,6122,6371,6154,6405,6421,6637,6620,5122,6157,6261
I-75S Exit,N of Callahan Rd,Knox,093C431,Knoxville,TPO,,,INACTIVE,,I-75S Exit,-83.99834327,36.0254598,,1965,,2421,,3009,,,3518,3394,,,,,,,,,,,,,,
Greenway Dr,W of Washington Pk,Knox,093C348,Knoxville,TPO,,,INACTIVE,,Greenway Dr,-83.8902064,36.03461732,,5616,,5202,,7665,,7039,,7030,,,,,,,,,,,,,,
Tazewell Pk,E of Murphy Rd,Knox,093C384,Knoxville,TPO,,,INACTIVE,,Tazewell Pk,-83.88546769,36.06553072,,13157,,13092,,15048,,15384,,14019,,,,,,,,,,,,,,
I-40W Exit,W of Strawberry Plains Pk,Knox,093C325,Knoxville,TPO,,,INACTIVE,,I-40W Exit,-83.77687869,36.0019586,,8799,,9755,,8401,,8514,,8310,,,,,,,,,,,,,,
I-40W Exit,E of Strawberry Plains Pk,Knox,093C326,Knoxville,TPO,,,INACTIVE,,I-40W Exit,-83.77300506,36.00402298,,6121,,5566,,5643,,5772,,5591,,,,,,,,,,,,,,
Alcoa Hwy SR 115,S of Hunt Rd,Blount,5000112,TDOT,TPO,,9000112,ACTIVE,,Alcoa Hwy,-83.99225758,35.79412936,51903,49574,53528,53800,53469,53425,54045,52019,52704,49549,51491,53533,50992,52229,51718,51823,56877,52875,55454,59028,59108,59699,64176,67642
Wright Rd,S of McArthur Rd,Maryville,5000108,TDOT,TDOT,,9000108,ACTIVE,,Wright Rd,-83.96344988,35.78505582,2099,1985,1858,2095,1777,1830,2236,2049,2045,2291,2010,2047,1947,1940,1781,1862,1723,1981,1952,1989,1946,1985,1983,2108
Ebenezer Rd,S of Kingston Pk,Knox,47000466,TDOT,TDOT,,93000466,ACTIVE,093M006,Ebenezer Rd,-84.07629492,35.90862285,,,,,,,,,,,,6563,5988,6391,6321,5845,6576,5609,5866,4111,4526,5562,4240,4491
E Beaver Creek Dr,N of Central Avenue Pk,Knox,47000467,TDOT,TDOT,,93000467,ACTIVE,,Beaver Creek Dr (E),-83.9915549,36.04300888,,,,,,,,,,,,9950,9863,9461,9229,9004,9365,10260,9938,10343,10500,9324,10459,10421
Karns Valley Dr,N of Oak Ridge Hwy,Knox,47000468,TDOT,TDOT,,93000468,ACTIVE,093M382,Karns Valley Dr,-84.13708794,35.98011786,,,,,,,,,,,,3533,3738,3943,4061,4183,4216,4258,4336,4894,6814,7344,7904,8027
Dry Gap Pk,N of Cunningham Rd,Knox,47000469,TDOT,TDOT,,93000469,ACTIVE,,Dry Gap Pk,-83.9713089,36.05686188,,,,,,,,,,,,7686,7397,8233,8752,8246,9344,9979,10777,10804,10746,10405,10452,11571
Canton Hollow Rd,S of Deep Woods Ln,Knox,47000470,TDOT,TDOT,,93000470,ACTIVE,093M006,Canton Hollow Rd,-84.13228494,35.88672884,,,,,,,,,,,,4425,4739,4577,4553,4291,4379,4334,4288,4034,4048,3595,6275,5245
Carter Rd,W of Tazewell Pk,Knox,47000471,TDOT,TDOT,,93000471,ACTIVE,093M308,Carter Rd,-83.88048287,36.07760189,,,,,,,,,,,,3506,3336,3428,3301,3243,3612,3636,3701,3767,3995,3548,3725,3794
Brakebill Rd,N of Strawberry Plains Pike,Knox,47000472,TDOT,TDOT,,93000472,ACTIVE,,Brakebill Rd,-83.77643384,36.00756688,,,,,,,,,,,,3384,3202,3193,3405,3507,3385,3278,3377,3844,3417,3034,3319,3996
Fox Rd,N of Emory Church Rd,Knox,47000473,TDOT,TDOT,,93000473,ACTIVE,,Fox Rd,-84.10655593,35.88487684,,,,,,,,,,,,2255,2206,2526,2662,2850,2740,3066,3161,3262,3393,3621,4103,4073
Woodson Dr,E of Hilltop Ln,Knox,47000474,TDOT,TDOT,,93000474,ACTIVE,093M051,Woodson Dr,-83.93706388,35.92259085,,,,,,,,,,,,1318,1410,1490,1795,1572,1999,1615,1717,1289,1311,1123,1248,1269
Everett Rd,E of N Watt Rd,Knox,47000475,TDOT,TDOT,,93000475,ACTIVE,093M351,Everett Rd,-84.22942196,35.88545884,,,,,,,,,,,,1804,1664,1920,1752,2128,2128,2184,2551,2350,1585,2336,1894,2622
Asbury Rd,S of Archie Weigel Ln,Knox,47000476,TDOT,TDOT,,93000476,ACTIVE,,Asbury Rd,-83.84589686,35.96630087,,,,,,,,,,,,548,596,598,521,591,471,503,491,691,878,710,740,880
E Emory Rd,E of Norris Fwy,Knox,47000477,TDOT,TDOT,,93000477,ACTIVE,,Emory Rd (E),-83.93266689,36.08424889,,,,,,,,,,,,12500,10328,9756,11826,11091,12979,14367,15450,14250,14741,12840,13767,13892
Harrell Rd,N of Oak Ridge Hwy,Knox,47000478,TDOT,TDOT,,93000478,ACTIVE,093M286,Harrell Rd,-84.07796493,35.99054586,,,,,,,,,,,,860,4854,5525,5383,5230,5323,5702,5672,5815,6242,5684,6512,6142
Smith Rd,W of Grigsby Chapel Rd,Knox,47000479,TDOT,TDOT,,93000479,ACTIVE,093M076,Smith Rd,-84.19432195,35.88082884,,,,,,,,,,,,5042,4419,4509,4121,4890,4915,4578,5304,5455,5230,5263,6258,5954
S Concord St,N of Kingston Pk,Knox,47000480,TDOT,TDOT,,93000480,ACTIVE,,Concord St (S),-83.94709789,35.95197386,,,,,,,,,,,,7217,8428,7223,6317,7527,7904,8493,8028,7321,7207,6827,6430,6698
Dutch Valley Dr,E of Bruhin Rd,Knox,47000481,TDOT,TDOT,,93000481,ACTIVE,,Dutch Valley Dr,-83.94526989,36.00952987,,,,,,,,,,,,5429,5106,5461,5754,5089,5424,5853,6235,5957,5729,5235,5472,5920
South Haven Rd,N of McClung Rd,Knox,47000483,TDOT,TDOT,,93000483,ACTIVE,,South Haven Rd,-83.88801287,35.95257086,,,,,,,,,,,,1374,1310,1384,1527,1398,1747,1680,1650,1603,1646,1651,1667,1461
Brooks Ave,E of Biddle St,Knox,47000484,TDOT,TDOT,,93000484,ACTIVE,,Brooks Ave,-83.88404987,35.97633287,,,,,,,,,,,,2169,1658,1734,2289,2147,2327,2256,2370,1837,2530,2302,2251,2311
Ridge Rd,N of Montvale Rd,Blount,15000233,TDOT,TDOT,,,INACTIVE,,Ridge Rd,-83.96099447,35.7081823,,,,,,,,,,,,700,,,,,,,,,,,,
Robert C Jackson Dr,S of Henry G Lane St,Blount,009M030,TPO,TPO,,,ACTIVE,,Robert C Jackson Dr,-84.01240989,35.75710682,,,,,,,,,,,9610,9700,10950,11600,13270,13580,13800,14540,15260,,,12060,13530,13560
Peppermint Rd,S Wildwood Rd,Blount,009M029,TPO,TPO,,,REPLACED,,Peppermint Rd,-83.90656302,35.79339603,,,,,,,,,,,3120,3350,,,,,,,,,,,,
SR033,NEAR KNOX CO LINE,Union,15000028,TDOT,TDOT,,,INACTIVE,,,-83.89724431,36.18806383,12075,12447,12471,13402,12309,13237,12531,12692,13020,12736,12084,12312,,,,,,,,,,,,
NEAR COCKE CO LINE,,Hamblen,32000037,TDOT,TDOT,,,INACTIVE,,,-83.18620232,36.13467423,2155,1930,1757,1927,1822,2091,2018,1883,1772,1941,1853,1869,,,,,,,,,,,,
W Magnolia Ave EB,E of N Gay St,Knox,15000445,TDOT,TDOT,,,INACTIVE,,Magnolia Ave EB (W),-83.92162277,35.97179093,,,5560,5730,2042,1680,1651,1587,1635,1684,1514,1561,,,,,,,,,,,,
W Magnolia Ave WB,E of N Gay St,Knox,15000446,TDOT,TDOT,,,INACTIVE,,Magnolia Ave WB (W),-83.92241589,35.97104376,,,5560,5730,2229,2296,2212,2358,2350,2421,2438,2510,,,,,,,,,,,,
Williams Rd,N of Couch Mill Rd,Knox,093M349,TPO,TPO,,,ACTIVE,,Williams Rd,-84.22770122,35.93429625,,270,,210,,250,,210,,190,,220,,220,,210,,230,,,,250,,210
Pickens Gap Rd,S of Tipton Station Rd,Knox,093M254,TPO,TPO,,,ACTIVE,,Pickens Gap Rd,-83.84225385,35.89018685,1431,,1504,,1760,,1820,,2006,,1715,,,,,,,2340,,,2050,,,1980
WEST OF PARROTTSVILLE,,Cocke,15000093,TDOT,TDOT,,,INACTIVE,,,-83.1055955,36.00712468,4555,4554,4642,4746,4674,4600,4471,4694,5032,4800,4958,1553,1372,,,,,,,,,,,
SR092,S. OF SHILOH,Grainger,29000037,TDOT,TDOT,,,INACTIVE,,,-83.50390598,36.16967734,4516,4598,4820,5012,4313,4789,4610,4866,5124,4803,4511,4693,,,,,,,,,,,,
SR330,CENTRAL OLIVER SPRINGS,Roane,73000091,TDOT,TDOT,,,INACTIVE,,,-84.34461773,36.0461018,3177,2833,3072,2796,2768,2750,2522,2736,2837,2606,2684,2627,,,,,,,,,,,,
I-40W Exit,E of Midway Rd,Knox,093C332,Knoxville,TPO,,,INACTIVE,,I-40W Exit,-83.69769923,35.9979308,,369,,439,,379,,494,,446,,,,,,,,,,,,,,
Dutch Valley Dr,E of Bruhin Rd,Knox,093C415,Knoxville,TPO,,,INACTIVE,,Dutch Valley Dr,-83.95349036,36.00505774,,7183,,7163,,7276,,,6878,6446,,,,,,,,,,,,,,
Tuckaleechee Pk,S of US 321 (Walland Hwy),Blount,009M027,TPO,TPO,,,ACTIVE,,Tuckaleechee Pk,-83.95147787,35.75433082,5316,5160,4420,4610,4520,5420,4795,5180,4920,4230,4600,5600,5200,5340,6420,6010,5900,5500,5600,,5470,,4170,
E Hunt Rd,E of Wright Rd,Blount,009M008,TPO,TPO,,,ACTIVE,,Hunt Rd,-83.97508989,35.80568083,9836,9770,9530,11000,10140,11940,8874,9060,9010,8360,8090,8480,8420,8470,9660,8950,8500,9360,9440,,8470,,6820,
11th St,S of Western Ave,Knox,093C219,Knoxville,TPO,,,INACTIVE,,11th St,-83.92816151,35.96352108,9181,,10105,,8437,,8304,,8787,,,,,,,,,,,,,,,
3694,WEST HILL - SW HARRIMAN,Roane,73000114,TDOT,TDOT,,145000114,ACTIVE,,,-84.57356507,35.92357983,439,375,455,400,417,429,429,321,527,380,415,380,425,397,416,398,438,304,315,280,248,314,359,382
0B176,NORTHEAST HARRIMAN,Roane,73000115,TDOT,TDOT,,145000115,ACTIVE,,,-84.52472506,35.94726084,822,766,887,945,878,904,993,851,892,818,919,752,858,743,703,834,882,813,993,1043,892,976,1069,740
3702,W BATES ST - N ROCKWOOD,Roane,73000116,TDOT,TDOT,,145000116,ACTIVE,,,-84.6801571,35.87731182,440,398,445,442,497,522,552,397,419,411,443,415,462,396,346,351,362,365,372,524,265,282,459,262
SR382,EAST OF ROCKWOOD,Roane,73000117,TDOT,TDOT,,145000117,ACTIVE,,,-84.61748408,35.88405782,5739,5048,4512,4598,4600,4273,4407,4539,4200,3989,3830,3961,4184,3910,3662,3748,3763,4020,3695,4098,4550,3468,3797,3386
3696,CUMBERLAND-EAST HARRIMAN,Roane,73000118,TDOT,TDOT,,145000118,ACTIVE,,,-84.54228406,35.93683684,997,1000,1075,976,992,593,645,523,598,616,341,423,329,378,345,375,449,442,446,562,567,564,872,857
1245,WEST OF PHILADELPHIA,Loudon,53000067,TDOT,TDOT,,105000067,ACTIVE,,,-84.47523203,35.71063579,236,232,249,247,230,214,249,260,296,230,255,247,,260,299,316,289,252,312,277,321,188,256,250
Kingston Pk,W of Gallaher View Rd,Knox,093C029,Knoxville,TPO,,,INACTIVE,,Kingston Pk,-84.06007041,35.92277606,35236,,32380,,34258,,32900,,27558,,29590,,,,,,,,,,,,,
Downtown West Blvd,S of Kingston Pk,Knox,093C035,Knoxville,TPO,,,INACTIVE,,Downtown West Blvd,-84.0508953,35.92384419,12524,,10889,,12253,,10383,,10923,,10650,,,,,,,,,,,,,
Ray Mears Blvd,W of N Winston Rd,Knox,093C037,Knoxville,TPO,,,INACTIVE,,Ray Mears Blvd,-84.04428949,35.92416631,7412,,5927,,6428,,6116,,6697,,6358,,,,,,,,,,,,,
Downtown West Blvd,N of Gleason Dr,Knox,093C036,Knoxville,TPO,,,INACTIVE,,Downtown West Blvd,-84.05092647,35.918979,7338,,6077,,6267,,5474,,5652,,5374,,,,,,,,,,,,,
W. MORRISTOWN,,Hamblen,32000042,TDOT,TDOT,,63000042,ACTIVE,,,-83.2734057,36.14091492,911,824,830,873,811,835,855,858,923,879,671,755,646,784,902,911,903,994,962,1202,1332,1385,1401,1395
W. MORRISTOWN,,Hamblen,32000039,TDOT,TDOT,,63000039,ACTIVE,,,-83.22076068,36.13014592,726,654,636,707,698,796,727,661,745,683,699,520,608,616,626,655,669,675,596,696,755,811,673,747
W. MORRISTOWN,,Hamblen,32000044,TDOT,TDOT,,63000044,ACTIVE,,,-83.2955607,36.16460493,1240,1005,1102,1134,1094,1181,999,1006,1005,986,813,1010,975,994,1043,885,989,832,805,895,880,1102,798,868
MOUNTAIN - SW OF NOUGH,,Cocke,15000045,TDOT,TDOT,,29000045,INACTIVE,,,-83.02663961,35.87312588,479,500,593,517,542,532,458,539,545,493,506,552,462,476,453,430,387,402,476,,,,,
BOGARD RD - W OF SARDIS,,Cocke,15000041,TDOT,TDOT,,29000041,INACTIVE,,,-83.23478567,35.89907887,1421,1352,1510,1552,1464,1498,1541,1672,1667,1500,1712,1807,1642,1808,1733,1694,1632,1675,1592,,,,,
BOGARD RD - SW OF SARDIS,,Cocke,15000043,TDOT,TDOT,,29000043,INACTIVE,,,-83.26588468,35.87090387,642,635,605,651,626,682,690,718,889,695,748,784,757,792,816,623,621,634,629,,,,,
Tazewell Pk,E of Shannondale Rd,Knox,093C383,TPO,TPO,,,ACTIVE,,Tazewell Pk,-83.90208087,36.04692788,,11066,,11276,,12432,,13180,,11853,,11280,,10830,,11290,,12740,,,13430,10920,,13190
W. MORRISTOWN,,Hamblen,32000043,TDOT,TDOT,,63000043,ACTIVE,,,-83.2894297,36.14626092,447,421,434,453,430,443,198,207,174,190,178,189,149,174,214,240,242,244,212,143,110,196,130,125
E OF HARFORD,,Cocke,15000048,TDOT,TDOT,,29000048,INACTIVE,,,-83.13482964,35.81931886,1185,1100,1193,1207,1221,1235,1312,1368,1297,1379,1659,1519,1363,1457,1263,1160,1262,1422,1450,,,,,
W. MORRISTOWN,,Hamblen,32000045,TDOT,TDOT,,63000045,ACTIVE,,,-83.29786471,36.17039993,1208,1313,1279,1187,1194,1299,1101,1151,1155,1124,1100,1247,1000,1217,1211,1199,959,968,1131,1056,1138,1358,974,1129
E. OF MORRISTOWN,,Hamblen,32000046,TDOT,TDOT,,63000046,ACTIVE,,,-83.25245569,36.21750194,415,553,459,481,518,468,468,502,537,531,569,591,559,562,578,595,566,551,545,514,520,546,465,571
2538,ZACHERY - NEAR UNION CO LINE,Grainger,29000064,TDOT,TDOT,,57000064,ACTIVE,,,-83.68326182,36.25166393,113,83,114,111,108,111,112,66,72,57,72,69,98,46,73,63,73,57,59,52,71,72,57,44
2550,CLAY HILL - NEAR HAWKINS CO LINE,Grainger,29000065,TDOT,TDOT,,57000065,ACTIVE,,,-83.27442871,36.29794196,860,926,1074,1033,1088,1121,1070,999,1105,1079,913,869,825,952,893,901,868,937,900,853,879,932,1159,1078
Clinch Ave,E of 16th St,Knox,093C104,Knoxville,TPO,,,INACTIVE,,Clinch Ave,-83.93028444,35.95936072,5181,,4443,,4976,,5727,,6126,,7809,,,,,,,,,,,,,
Highland Ave,W of 17th St,Knox,093C111,Knoxville,TPO,,,INACTIVE,,Highland Ave,-83.93505611,35.95947845,5893,,6081,,5961,,6044,,5388,,5458,,,,,,,,,,,,,
Clinch  Ave,W of 17th St,Knox,093C113,Knoxville,TPO,,,INACTIVE,,Clinch  Ave,-83.93400312,35.95800065,5319,,5383,,5159,,4958,,5099,,5597,,,,,,,,,,,,,
Anita Av,E of Cottrell St.,Knox,093C536,Knoxville,TPO,,,INACTIVE,,Anita Av,-83.8952282,35.95811569,,,,3218,3041,,,,,3023,,,,,,,,,,,,,,
Callahan Rd,E of Clinton Hwy,Knox,093M095,TPO,TPO,,,INACTIVE,,Callahan Dr,-84.01960383,36.00895462,,,,14060,12510,15830,17670,19370,20660,17910,17690,20540,24710,17770,17960,19720,19100,,,,,,,
Cotrell,N of Sevier Ave,Knox,093C538,Knoxville,TPO,,,INACTIVE,,Cotrell,-83.89612776,35.95857772,,,,1186,1172,,,,,1190,,,,,,,,,,,,,,
2483,OLD US25E-S OF ROCK HOLLOW,Grainger,29000045,TDOT,TDOT,,57000045,ACTIVE,,,-83.37909974,36.33567196,763,775,482,709,569,586,485,426,385,452,404,390,328,424,387,391,328,365,407,349,405,304,391,316
SR032,N. OF TATE SPRINGS,Grainger,29000047,TDOT,TPO,,57000047,ACTIVE,,,-83.33628549,36.3472834,9686,8750,9532,9266,9087,9339,8941,9031,9022,8722,7788,8718,8137,7717,7910,7579,8377,8720,9792,9495,9583,9344,10846,10176
SR001,E. OF TATE SPRINGS,Grainger,29000048,TDOT,TDOT,,57000048,ACTIVE,,,-83.32619972,36.34428196,15151,12871,13128,14153,16016,16496,14115,14466,14292,14011,14640,13393,13545,12154,12783,11534,11649,9514,9609,13120,14082,15721,13327,17317
SR375,NEAR HAWKINS CO LINE,Grainger,29000049,TDOT,TDOT,,57000049,ACTIVE,,,-83.30097471,36.31155596,5000,4820,5390,4762,4951,5099,4709,4639,4907,4402,4534,4177,3766,4413,4500,4356,4748,4926,5297,5346,4981,4593,5421,5244
SR032,NEAR HAWKINS CO LINE,Grainger,29000050,TDOT,TPO,,57000050,ACTIVE,,,-83.29204044,36.30410041,20951,20608,22123,20631,22501,23669,22072,21207,20795,20337,19095,20019,19337,18778,19270,19879,20078,15514,15918,17170,24593,21608,25027,23596
Woody Dr,Loop Rd,Knox,093M007,TPO,TPO,,,ACTIVE,,Woody Dr,-84.12755793,35.87939984,2920,2700,2240,2290,2140,2740,2646,2630,3060,3940,3130,3030,2890,3170,3430,3150,3190,3280,3630,,4370,3800,5070,
2542,ROCKY SPRINGS RD. - NEAR HAWKINS CO LINE,Grainger,29000051,TDOT,TDOT,,57000051,ACTIVE,,,-83.29638971,36.34112696,857,918,416,869,789,812,466,493,521,442,388,420,432,413,405,400,395,418,410,426,455,491,406,390
SR032,NEAR HAWKINS CO LINE,Grainger,29000052,TDOT,TPO,,57000052,ACTIVE,,,-83.28218497,36.33136147,12286,11657,12802,11533,12697,13078,16798,16499,16458,15954,16120,15253,14761,14033,14223,13625,15342,15837,15320,17248,16828,14252,17532,17873
0A717,WHITE WING RD.,Loudon,53000002,TDOT,TDOT,,105000002,ACTIVE,,,-84.30775699,35.84422582,561,466,528,532,534,489,528,414,469,444,385,510,,478,458,390,411,504,450,471,497,441,475,464
SR073,NORTH OF LENOIR CITY,Loudon,53000003,TDOT,TPO,,105000003,ACTIVE,,,-84.29505081,35.83851843,12454,11777,12446,13760,13121,11157,11491,12717,12870,11375,10210,9332,,12069,12493,12576,13205,13030,12695,11486,12937,9242,9944,12170
1279,NORTH OF LENOIR CITY,Loudon,53000004,TDOT,TDOT,,105000004,ACTIVE,,,-84.28525598,35.84170382,1418,1496,1483,1493,1057,1411,1535,1097,1090,1058,858,944,,953,893,824,853,862,870,965,1080,834,879,859
E Magnolia Ave,W of Winona St,Knox,093C269,Knoxville,TPO,,,INACTIVE,,Magnolia Ave (E),-83.91075133,35.97774763,13329,,,14099,13335,,11819,,,9947,,,,,,,,,,,,,,
Winona Rd,S of E 5Th Ave,Knox,093C270,Knoxville,TPO,,,INACTIVE,,Winona Rd,-83.91028881,35.97859827,3571,,,3364,2886,,2899,,,2420,,,,,,,,,,,,,,
Linden St,E of Jessamine St,Knox,093C276,Knoxville,TPO,,,INACTIVE,,Linden St,-83.91097742,35.97584341,367,,,380,,1926,,2054,,2280,,,,,,,,,,,,,,
McCalla Ave,E of Jessamine St,Knox,093C277,Knoxville,TPO,,,INACTIVE,,McCalla Ave,-83.91070415,35.9750754,3401,,,3298,,3042,,3531,,3200,,,,,,,,,,,,,,
Bertrand St,S of Linden Ave,Knox,093C280,Knoxville,TPO,,,INACTIVE,,Bertrand St,-83.90511721,35.97774513,2827,,,3064,,2947,,2835,,2516,,,,,,,,,,,,,,
